t,x,y,vx,vy,speed,angleDeg,ekBody,epBody,armAngle,armOmega,ekTotal,epTotal,eTotal,released
0.0,-2.4369255487261046,0.07,0.0,0.0,0.0,0.0,0.0,0.6867000000000001,4.241592653589793,0.0,0.0,2125.488757484322,2125.488757484322,False
0.016666666666666666,-2.4369255441050717,0.07,2.852658288713124e-07,-6.477190301702608e-07,7.077545726919326e-07,-66.23053919941195,2.5045826758317005e-13,0.6867000000000001,4.236594650963125,-0.6743352117006506,1.1636539645514452,2124.2871929474973,2125.4508469120487,False
0.03333333333333333,-2.4369255392234446,0.07,3.009138805391153e-07,-1.2934763655001549e-06,1.3280174214251104e-06,-76.90367678388255,8.818151358042996e-13,0.6867000000000001,4.220562724940689,-1.3729501257767969,4.569714424355821,2120.8322717424285,2125.4019861667844,False
0.05,-2.436925534081462,0.07,3.1650651607353017e-07,-1.9371936568640326e-06,1.962879425464348e-06,-80.72077230987085,1.9264478194556237e-12,0.6867000000000001,4.1922597851283525,-2.024490009792599,10.07800059793163,2115.28309331134,2125.361093909272,False
0.06666666666666667,-2.4369255286799856,0.07,3.3204906450277626e-07,-2.5788807430714914e-06,2.600169699889247e-06,-82.66313147890298,3.3804412341110685e-12,0.6867000000000001,4.153074806519523,-2.5944199520978684,17.627575050913364,2107.707721286298,2125.3352963372113,False
0.08333333333333333,-2.4369255230198714,0.07,3.475415257930077e-07,-3.2185474098418395e-06,3.237256947100453e-06,-83.83703140680429,5.239916270775073e-12,0.6867000000000001,4.105052960343441,-3.088377935273832,27.22839293335362,2098.0775524232095,2125.305945356563,False
0.09999999999999999,-2.436925517101963,0.07,3.6298496572024566e-07,-3.85620339010767e-06,3.873249626762625e-06,-84.62258505397506,7.501031335608407e-12,0.6867000000000001,4.0495040993228795,-3.5379424691467833,38.94135790716873,2086.327240053745,2125.2685979609137,False
0.11666666666666665,-2.4369254113788785,0.07,2.8364621590488867e-05,-4.146595607336255e-06,2.866611262627717e-05,-8.317097673787565,4.1087300655120373e-10,0.6867000000000001,3.987707484533779,-3.9673730200319826,52.19779796916925,2072.512072222424,2124.7098701915934,False
0.13333333333333333,-2.4354520356207754,0.07,0.18514318165225063,-1.2932127471453207e-06,0.18514318165676713,-0.0004002071897085173,0.01713899885699534,0.6867000000000001,3.9158553279589405,-4.691867444622315,67.62724842899809,2056.9458246694207,2124.5730730984187,False
0.15,-2.4312846757408235,0.07,0.3535174053070668,9.522073592166526e-07,0.35351740530834924,0.00015432751566189762,0.06248727792797383,0.6867000000000001,3.829949731880252,-5.3261056273395075,84.7205434449252,2039.8287631909066,2124.5493066358317,False
